Vader humbled you when first you met him , Luke . but that experience was part of your training . It taught you , among other things , the value of patience . Had you not been so impatient to defeat Vader then , you could have finished your training here with Yoda . You would have been prepared .	But I had to help my friends .
To be a Jedi , Luke , you must confront and then go beyond the dark side - the side your father couldn't get past . Impatience is the easiest door - for you , like your father . Only , your father was seduced by what he found on the other side of the door , and you have held firm . You 're no longer so reckless now , Luke . You are strong and patient . And now , you must face Darth Vader again !	I can't kill my own father .
I can't kill my own father .	Then the Emperor has already won . You were our only hope .
Then the Emperor has already won . You were our only hope .	Yoda spoke of another .
Yoda spoke of another .	The other he spoke of is your twin sister .
The other he spoke of is your twin sister .	But I have no sister .
But I have no sister .	Hmm . To protect you both from the Emperor , you were hidden from your father when you were born . The Emperor knew , as I did , if Anakin were to have any offspring , they would be a threat to him . That is the reason why your sister remains safely anonymous .
Hmm . To protect you both from the Emperor , you were hidden from your father when you were born . The Emperor knew , as I did , if Anakin were to have any offspring , they would be a threat to him . That is the reason why your sister remains safely anonymous .	Leia ! Leia 's my sister .
Leia ! Leia 's my sister .	Your insight serves you well . Bury your feelings deep down , Luke . They do you credit . But they could be made to serve the Emperor .
But you can't let her get involved now , Ben . Vader will destroy her .	She hasn't been trained in the ways of the Jedi the way you have , Luke . but the Force is strong with her , as it is with all of your family . There is no avoiding the battle . You must face and destroy Vader !
Shhh . You have hibernation sickness .	I can't see .
I can't see .	Your eyesight will return in time .
Your eyesight will return in time .	Where am I ?
Where am I ?	Jabba 's palace .
Jabba 's palace .	Who are you ?
The Death Star will be completed on schedule .	You have done well , Lord Vader . And now I sense you wish to continue your search for young Skywalker .
You have done well , Lord Vader . And now I sense you wish to continue your search for young Skywalker .	Yes , my Master .
Yes , my Master .	Patience , my friend . In time he will seek you out . And when he does , you must bring him before me . He has grown strong . Only together can we turn him to the dark side of the Force .
Patience , my friend . In time he will seek you out . And when he does , you must bring him before me . He has grown strong . Only together can we turn him to the dark side of the Force .	As you wish .
As you wish .	Everything is proceeding as I have foreseen .
What is thy bidding , my Master ?	Send the fleet to the far side of Endor . There it will stay until called for .
Send the fleet to the far side of Endor . There it will stay until called for .	What of the reports of the Rebel fleet massing near Sullust ?
What of the reports of the Rebel fleet massing near Sullust ?	It is of no concern . Soon the Rebellion will be crushed and young Skywalker will be one of us ! Your work here is finished , my friend . Go out to the command ship and await my orders .
It is of no concern . Soon the Rebellion will be crushed and young Skywalker will be one of us ! Your work here is finished , my friend . Go out to the command ship and await my orders .	Yes , my Master .
I told you to remain on the command ship .	A small Rebel force has penetrated the shield and landed on Endor .
I have felt him , my Master .	Strange , that I have not . I wonder if your feelings on this matter are clear , Lord Vader .
They are clear , my Master .	Then you must go to the Sanctuary Moon and wait for them .
Oh , no , my young Jedi . You will find that it is you who are mistaken . about a great many things .	His lightsaber .
Han !	Luke !
Luke !	Are you all right ?
Are you all right ?	Fine . Together again , huh ?
Fine . Together again , huh ?	Wouldn't miss it .
Wouldn't miss it .	How are we doing ?
How are we doing ?	The same as always .
The same as always .	That bad , huh ? Where 's Leia ?
I think my eyes are getting better . Instead of a big dark blur , I see a big light blur .	There 's nothing to see . I used to live here , you know .
There 's nothing to see . I used to live here , you know .	You 're gonna die here , you know . Convenient .
You 're gonna die here , you know . Convenient .	Just stick close to Chewie and Lando . I 've taken care of everything .
Just stick close to Chewie and Lando . I 've taken care of everything .	Oh . great !
Why don't you leave that crate and come with us ?	I have a promise I have to keep first . to an old friend .
Luke .	Hi , Han . Chewie .
You got her warmed ?	Yeah , she 's comin ' up .
Right . Chewie , let 's see what this piece of junk can do . Ready , everybody ?	All set .
Vader 's on that ship .	Now don't get jittery , Luke . There are a lot of command ships . Keep your distance though , Chewie , but don't look like you 're trying to keep your distance .
I don't know . Fly casual .	I 'm endangering the mission . I shouldn't have come .
I 'm endangering the mission . I shouldn't have come .	It 's your imagination , kid . Come on . Let 's keep a little optimism here .
Chewie and I will take care of this . You stay here .	Quietly , there might be more of them out there .
I thought she was with you .	We got separated .
Take the squad ahead . We 'll meet at the shield generator at 0300 .	Come on , Artoo . We 'll need your scanners .
Nice work . Great , Chewie ! Great ! Always thinking with your stomach .	Will you take it easy ? Let 's just figure out a way to get out of this thing . Han , can you reach my lightsaber ?
Will you take it easy ? Let 's just figure out a way to get out of this thing . Han , can you reach my lightsaber ?	Yeah , sure .
Hey !	Han , don't . It 'll be all right .
Somehow , I got the feeling that didn't help us very much .	Threepio , tell them if they don't do as you wish , you 'll become angry and use your magic .
Someone who loves you .	Leia !
Leia !	I gotta get you out of here .
I don't know . All I can see is a lot of blowing sand !	That 's all any of us can see .
Hey , are you awake ?	Yeah , I just got a funny feeling . Like I 'm not gonna see her again .
Now we find out if that code is worth the price we paid .	It 'll work . It 'll work .
Shall we try and go around ?	It 'll take time . This whole party 'll be for nothing if they see us .
What 's going on ?	I don't know .
I .	Ahhh .
I 'm sorry .	Hold me .
The main entrance to the control bunker 's on the far side of that landing platform . This isn't gonna be easy .	Hey , don't worry . Chewie and me got into a lot of places more heavily guarded than this .
Han ! Hurry ! The fleet will be here any moment .	Charges ! Come on , come on !
The code 's changed . We need Artoo !	Here 's the terminal .
I 'm sure Luke wasn't on that thing when it blew .	He wasn't . I can feel it .
He wasn't . I can feel it .	You love him , don't you ?
Yes .	All right . I understand . Fine . When he comes back , I won't get in the way .
Han ! Chewie ?	Lando !
Lando , grab it !	Lower it !
Lower it !	I 'm trying !
Chewie ! Chewie , give me the gun . Don't move , Lando .	No , wait ! I thought you were blind !
No , wait ! I thought you were blind !	It 's all right . Trust me . Don't move .
It 's all right . Trust me . Don't move .	All right ! A little higher ! Just a little higher !
Guess I owe you some thanks , too , Lando .	Figured if I left you frozen like that you 'd just give me bad luck the rest of my life , so I might as well get you unfrozen sooner or later .
Well , look at you , a general , huh ?	Oh , well , someone must have told them about my little maneuver at the battle of Taanab .
Look . I want you to take her . I mean it . Take her . You need all the help you can get . She 's the fastest ship in the fleet .	All right , old buddy . You know , I know what she means to you . I 'll take good care of her . She-she won't get a scratch . All right ?
Good luck .	You , too .
Oh , dear . His High Exaltedness , the great Jabba the Hutt , has decreed that you are to be terminated immediately .	Good , I hate long waits .
Good , I hate long waits .	You will therefore be taken to the Dune Sea and cast into the pit of Carkoon , the nesting place of the all-powerful Sarlacc .
In his belly , you will find a new definition of pain and suffering , as you are slowly digested over a thousand years .	On second thought , let 's pass on that , huh ?
Here we go again .	All right , hang on .
What are you telling them ?	Hello , I think . I could be mistaken . They 're using a very primitive dialect . But I do believe they think I am some sort of god .
Well , why don't you use your divine influence and get us out of this ?	I beg your pardon , General Solo , but that just wouldn't be proper .
I beg your pardon , General Solo , but that just wouldn't be proper .	Proper ?!
Proper ?!	It 's against my programming to impersonate a deity .
What did he say ?	I 'm rather embarrassed , General Solo , but it appears you are to be the main course at a banquet in my honor .
We 're coming !	Come on ! Come on !
Come on ! Come on !	Oh , Artoo , hurry !
My goodness ! Artoo , why did you have to be so brave ?	Well , I suppose I could hotwire this thing .
Oh , Princess Leia , are you all right ?	Let 's see .
Lord Vader , this is an unexpected pleasure . We 're honored by your presence .	You may dispense with the pleasantries , Commander . I 'm here to put you back on schedule .
I assure you , Lord Vader , my men are working as fast as they can .	Perhaps I can find new ways to motivate them .
Perhaps I can find new ways to motivate them .	I tell you , this station will be operational as planned .
I tell you , this station will be operational as planned .	The Emperor does not share your optimistic appraisal of the situation .
The Emperor does not share your optimistic appraisal of the situation .	But he asks the impossible . I need more men .
But he asks the impossible . I need more men .	Then perhaps you can tell him when he arrives .
That is correct , Commander . And he is most displeased with your apparent lack of progress .	We shall double our efforts .
We shall double our efforts .	I hope so , Commander , for your sake . The Emperor is not as forgiving as I am .
All wings report in .	Red Leader standing by .
Good shot , Red Two .	Now . come on , Han , old buddy . Don't let me down .
I 'm going in .	Here goes nothing .
Now lock onto the strongest power source . It should be the power generator .	Form up . And stay alert . We could run out of space real fast .
There it is !	All right , Wedge . Go for the power regulator on the north tower .
All right , Wedge . Go for the power regulator on the north tower .	Copy , Gold Leader . I 'm already on my way out .
Ugh !	Ohhh , I can't bear to watch .
Oh !	Your Royal Highness .
What 's he saying ?	He says there 's a secret entrance on the other side of the ridge .
Oh ! Oh , my . Uh , Princess Leia !	Quiet .
Quiet .	I 'm afraid our furry companion has gone and done something rather rash .
I 'm afraid our furry companion has gone and done something rather rash .	Oh , no .
Over there ! Two more of them !	I see them . Wait , Leia !
Leia . do you remember your mother ? Your real mother ?	Just a little bit . She died when I was very young .
Just a little bit . She died when I was very young .	What do you remember ?
What do you remember ?	Just . images , really . Feelings .
Just . images , really . Feelings .	Tell me .
Tell me .	She was very beautiful . Kind , but . sad . Why are you asking me all this ?
I have no memory of my mother . I never knew her .	Luke , tell me . What 's troubling you ?
Luke , tell me . What 's troubling you ?	Vader is here . now , on this moon .
He 's my father .	Your father ?
Your father ?	There 's more . It won't be easy for you to hear it , but you must . If I don't make it back , you 're the only hope for the Alliance .
Luke , don't talk that way . You have a power I-I don't understand and could never have .	You 're wrong , Leia . You have that power too . In time you 'll learn to use it as I have . The Force is strong in my family . My father has it . I have it.and.my sister has it .
Yes . It 's you Leia .	I know . Somehow . I 've always known .
I know . Somehow . I 've always known .	Then you know why I have to face him .
Then you know why I have to face him .	No ! Luke , run away , far away . If he can feel your presence , then leave this place . I wish I could go with you .
No ! Luke , run away , far away . If he can feel your presence , then leave this place . I wish I could go with you .	No , you don't . You 've always been strong .
No , you don't . You 've always been strong .	But , why must you confront him ?
But , why must you confront him ?	Because . there is good in him . I 've felt it . He won't turn me over to the Emperor . I can save him . I can turn him back to the good side . I have to try .
The Emperor has been expecting you .	I know , father .
I know , father .	So , you have accepted the truth .
Come with me .	Obi-Wan once thought as you do .
You don't know the power of the dark side . I must obey my master .	I will not turn . and you 'll be forced to kill me .
I will not turn . and you 'll be forced to kill me .	If that is your destiny .
If that is your destiny .	Search your feelings , father . You can't do this . I feel the conflict within you . Let go of your hate .
Search your feelings , father . You can't do this . I feel the conflict within you . Let go of your hate .	It is too late for me , son . The Emperor will show you the true nature of the Force . He is your master now .
Obi-Wan has taught you well .	I will not fight you , father .
Your thoughts betray you , father . I feel the good in you . the conflict .	There is no conflict .
There is no conflict .	You couldn't bring yourself to kill me before , and I don't believe you 'll destroy me now .
You couldn't bring yourself to kill me before , and I don't believe you 'll destroy me now .	You underestimate the power of the dark side . If you will not fight , then you will meet your destiny .
You cannot hide forever , Luke .	I will not fight you .
I will not fight you .	Give yourself to the dark side . It is the only way you can save your friends . Yes , your thoughts betray you . Your feelings for them are strong . Especially for .
Sister ! So . you have a twin sister . Your feelings have now betrayed her , too . Obi-Wan was wise to hide her from me . Now his failure is complete . If you will not turn to the dark side , then perhaps she will .	Never-r-r !
Master Yoda , you can't die .	Strong am I with the Force . but not that strong ! Twilight is upon me and soon night must fall . That is the way of things . the way of the Force .
Strong am I with the Force . but not that strong ! Twilight is upon me and soon night must fall . That is the way of things . the way of the Force .	But I need your help . I 've come back to complete the training .
But I need your help . I 've come back to complete the training .	No more training do you require . Already know you that which you need .
Yoda , I must know .	Your father he is .
Told you , did he ?	Yes .
Unexpected this is , and unfortunate .	Unfortunate that I know the truth ?
Well , I 'm sorry .	Remember , a Jedi 's strength flows from the Force . But beware . Anger , fear , aggression . The dark side are they . Once you start down the dark path , forever will it dominate your destiny .
Ah , good . New acquisitions . You are a protocol droid , are you not ?	I am See-Threepio , human-cy .
I am See-Threepio , human-cy .	Yes or no will do .
Yes or no will do .	Oh . Well , yes .
Oh . Well , yes .	How many languages do you speak ?
How many languages do you speak ?	I am fluent in over six million forms of communication , and can readily .
I am fluent in over six million forms of communication , and can readily .	Splendid ! We have been without an interpreter since our master got angry with our last protocol droid and disintegrated him .
Splendid ! We have been without an interpreter since our master got angry with our last protocol droid and disintegrated him .	Disintegrated ?
